acceptability,sentence,domain
0,Did Medea poison who?,IN
0,We proved conclusively to the authorities Smith to be the thief.,IN
0,I have Tom's feeling that the company will squander the money.,IN
0,John talked to any woman.,IN
1,He began writing poems.,IN
0,I talked to Winston about him.,IN
0,I shaped a loaf from the dough.,IN
1,little equipment is available.,IN
0,Gilgamesh not left.,IN
1,Every boy named every planet.,IN
1,To which city and which conference did Bill go?,IN
0,All Mr Collins has done is have praised Lady de Bourg.,IN
0,"They want to hire someone who speaks a Balkan language, but I don't know which language.",IN
1,Use was made of Gauss's polynomial lemma.,IN
1,"The door opens, closes.",IN
1,Christina is ready to leave.,IN
1,Sue put the books on the table and the records on the chair.,IN
0,Which did you buy the table supported the book?,IN
0,"When Bill smokes, much more does Susan hate him.",IN
1,Where do you guys live at?,IN
1,Spot did not play with his mouse.,IN
0,Maxwell isn't half the doctor that I know an African chief who is.,IN
1,I began the meeting at 4 P.M.,IN
1,John spoke French to Mary intimately.,IN
1,Duty made them never miss the weekly meetings.,IN
0,Carmen bought a dress to Mary.,IN
1,Mickey teamed up with the women.,IN
1,The president looked weary.,IN
1,"If three relatives of mine die, I will inherit a house.",IN
0,Cynthia devoured .,IN
1,John talked to any woman who came up to him.,IN
0,Every student who ever goes to Europe ever has enough money.,IN
1,I promised that he would be there tomorrow.,IN
1,Was I that stupid?,IN
1,Gilgamesh may seek Ishtar,IN
1,Susan hopes that she will sleep.,IN
0,There is arriving three men at that station.,IN
1,Strings have been pulled many times to get students into that university.,IN
1,I prefer this.,IN
1,The lawyer looked into the document.,IN
1,I am drinking lemonade and eating a brownie.,IN
1,Louis said that parts of speech intrigued her.,IN
1,She laughed from embarrassment.,IN
1,John is prouder of having gone than Sally expected Joan to believe that the man who didn't shave would be.,IN
1,People are said to do crazier things at higher speeds there by Dorothy than they are by other people.,IN
1,When can we register for graduation?,IN
1,Roses flowered in the garden.,IN
1,"When you book something such as a hotel room, you arrange to have it.",IN
1,Some of the water from melted snow also goes into the ground for plants.,IN
1,I believe that the sun was out.,IN
1,The knife that he threw into the sea had a gold handle.,IN
1,The bus stopped suddenly.,IN
0,Gary and Kevin ran himself into exhaustion.,IN
1,Shakespeare wrote his plays a long time ago.,IN
0,Conflict engenders.,IN
1,The cat trotted in the kitchen.,IN
1,They were wary of themselves and of each other.,IN
0,Jennie smiled the microwave.,IN
0,There stabbed an animal.,IN
1,It's mainly his attitude which convinced the teacher.,IN
1,What place did John send the book?,IN
1,Anson gave Fluffy to Jenny.,IN
1,I believe she is pregnant,IN
0,The recent strike by pilots have cost the country a great deal of money from tourism and so on.,IN
1,The witch vanished into the forest.,IN
0,He turned from a prince.,IN
1,"Poseidon was asleep, when the executioner arrived.",IN
0,My red is refrigerator.,IN
0,The evidence that John found was more helpful than the one that Smith found.,IN
1,I broke twigs off those branches.,IN
0,Tony has a Fiat to yearn for a tall nurse.,IN
1,I hope nobody will hurt themselves.,IN
1,The contract is subject to approval by my committee.,IN
0,She has problem enough as it is.,IN
0,Jean moved at the table.,IN
1,Pat expected Leslie to be aggressive.,IN
1,Henri wants to buy these books about cooking.,IN
1,He put in the washing machine.,IN
1,"You can do it, but you better not.",IN
0,"He, they let him go yesterday.",IN
1,I assumed him to be innocent,IN
1,John is happy about the outcome.,IN
0,The horse broke Penny in the shin.,IN
1,"If anybody is spoiling the children, John is.",IN
0,Traci gave the whale.,IN
1,Sarah sang a ballad.,IN
0,He analysis her was flawed,IN
1,I ate a mango and Gillian did too.,IN
1,The president could not approve the bill.,IN
1,"Mary won't have been eating cake, but John will.",IN
1,Any owl can hunt mice.,IN
1,Jennifer swatted Steve.,IN
0,He knows he.,IN
1,Heather cabled for Sara to come.,IN
1,They came running over the hill and through the woods,IN
0,She has kissed she.,IN
1,"If you eat more, you want correspondingly less.",IN
1,The man whose car I hit last week sued me.,IN
1,"The handsome, tall, nice man kicked the ball.",IN
1,Jean wants him.,IN
1,It has rained every day for the last week.,IN
0,We proclaimed to the public John to be a hero.,IN
0,Has that we have arrived back at our starting point proved that the world is round?,IN
1,Jane and Elizabeth were both at home.,IN
1,Athena introduced Medea to Jason,IN
0,The magician appeared a rabbit out of his hat.,IN
1,She goes and buys some whiskey.,IN
1,Mary considers John proud of her.,IN
1,Maxwell is quite the doctor.,IN
0,Himself saw him,IN
1,Rutherford understands himself.,IN
0,I emptied it with butter.,IN
1,Each of the suggestions is acceptable.,IN
1,Chew the biscuit!,IN
0,The man a ball kicked.,IN
0,He seems enough intelligent for you.,IN
1,for John to hurt himself is stupid.,IN
1,A solution to the problem presented itself yesterday.,IN
0,We rummaged the drawer for important documents.,IN
1,John offers little advice.,IN
1,The dentist was believed to have examined Pat.,IN
1,Ida hunted deer in the woods.,IN
1,Tom intends for Sam to review that book.,IN
0,The wall banged with the grocery cart.,IN
1,I told Daniel that the exam was cancelled.,IN
0,He said that himself was hungry.,IN
1,Ellen conferred with Helen.,IN
1,The terrier savaged the burglar's ankles.,IN
0,Cynthia devoured at the pizza .,IN
0,Karen asked where for Washington to put the chairs.,IN
0,The writers so believed the boy.,IN
1,All through the mountains raged a fire.,IN
1,No one expected Agamemnon to to win,IN
1,Which version did they recommend?,IN
1,John is leaving but Mary's not.,IN
1,A proof was given that the claim that John had lied had been made.,IN
1,Tess knocked at the door.,IN
1,"Before the executioner arrived, Poseidon had escaped",IN
1,Tom is confident that the elephants respect him.,IN
0,It is this hat that I know the boy who is wearing.,IN
1,Tagalog is spoken in the Philippines.,IN
0,For John to remove the mother is undeniable.,IN
1,Every woman who heard the news contributed to the fund.,IN
1,He refuted the proof that you cannot square it.,IN
0,By which Greek authors does he have books?,IN
1,John resembles his mother.,IN
1,The king thanked the man.,IN
0,The socks are ready for it to be planned for you to put on.,IN
0,I like Mary and she does like Mary too.,IN
0,Guinevere has a single bone that is in every corner of the house.,IN
1,John is taller than that man is.,IN
1,I did not understand.,IN
1,What John did to the wall was hit it.,IN
1,John thinks Mary left.,IN
0,The king kept put his gold under the bathtub.,IN
1,Everybody who attended last week's huge rally signed the petition.,IN
1,Who seems to be certain to leave first?,IN
1,The man who ordered a hot dog got one.,IN
1,"$100,000 will build you a house.",IN
0,That the march should go ahead and that it should be cancelled has been argued by different people at different times.,IN
1,Neither of the cars has air conditioning.,IN
1,It was Tom who spilled beer on this couch.,IN
1,This should be the beginning of a beautiful friendship.,IN
0,This list includes my name on itself.,IN
1,In the hallway there ticked a grandfather clock.,IN
0,I kicked me,IN
1,Give the baby the bottle full.,IN
1,I have never seen this movie.,IN
1,Bill floated down the river for hours.,IN
0,Fruit at once hit the roof against the ground.,IN
1,We would prefer John to be the candidate.,IN
1,Mary swam as many more laps than Joan as Linda.,IN
1,The force of the wind broke the window.,IN
0,I loaned my binoculars a man who was watching the race.,IN
1,This John Smith lives in Seoul.,IN
1,Ron yawned himself awake.,IN
0,I hunted for game in the woods.,IN
1,John is the kind of the fool that I told you about.,IN
0,The place which I live at is the place where Route 150 crosses the Hudson River.,IN
1,Where did you put the book?,IN
0,Mary has more than Bill has friends enemies.,IN
1,Fruit hit the roof.,IN
1,Which celebrity did he mention that he had run into?,IN
1,Who did you ask saw what?,IN
1,Such an eminent scholar as Dr. Lucille Hein was here.,IN
1,A review came out yesterday of this article.,IN
0,Mary believed he to have loved her.,IN
1,Emma insulted Miss Bates and annoyed Mr Knightley.,IN
0,The roof is leaks.,IN
0,Fifteen dollars in a week are not much.,IN
0,I brought a razor to shave himself with.,IN
0,I will go and bought some whiskey.,IN
1,Martha climbed up the mountain.,IN
0,"Tom picked, and I washed some turnips, and Suzie will prepare, these grapes.",IN
1,Heidi thinks that Andy will eat salmon flavored candy bars.,IN
1,Why did you eat the cake?,IN
0,The room was left angry.,IN
0,Smith envied his good fortune to Jones.,IN
1,Ellen said to Helen that melons were selling well.,IN
1,Mary has never kissed as tall a man as John.,IN
1,Linda winked her eye.,IN
0,Pat handed a book.,IN
0,"We elected my father, who had just turned 60, president.",IN
1,"Some people go by car, but others by bike.",IN
1,The fans got deliberately provoked by a rival group.,IN
1,John can't even open an umbrella!,IN
1,I would dance with Mary or Sue.,IN
0,Paula spanked her right hand through the naughty child.,IN
1,It is Martha whose work critics will praise.,IN
1,John scratched his arm and the boy who Mary knew did so too.,IN
0,Aunt Mary made the boys all a good mother.,IN
0,"The table, I put Kim on which supported the book.",IN
1,The scenes to which the censors took objection had to do with the mixed marriage of a woman and a giant panda.,IN
0,Himself sang to George.,IN
1,It's their teaching material that we're using.,IN
0,John that we are looking for showed up.,IN
0,Angus did not his homework.,IN
1,Five pounds is a lot of money.,IN
1,John loves Bill.,IN
1,For John to tell Bill such a lie and Bill to believe it is outrageous.,IN
1,Kim and Sandy met in Seoul in the lobby of the Lotte Hotel in March.,IN
1,Gilgamesh never flies dragons.,IN
1,"John, to who and to whose friends that letter was addressed, is a fool.",IN
1,Everyone likes himself.,IN
0,My brother and few Americans meet in Vienna.,IN
1,Medea tended to appear to be evil.,IN
0,The equipment we bought last year was more expensive than the one we bought this year.,IN
1,The big student of physics with long hair in the library.,IN
1,They are investigating all people owning parakeets.,IN
1,It snowed.,IN
1,He ate so much that he got sick.,IN
0,John coughed the money.,IN
1,Some tourists visited all the museums.,IN
1,He walked up the hill.,IN
1,It is rumored that he is on his way out.,IN
1,That annoying faucet was dripping constantly for months.,IN
1,Calvin will have eaten.,IN
0,The Romans destroyed the city into a ruin.,IN
0,My eyes are itching my brother.,IN
1,Aphrodite misses Gilgamesh.,IN
0,My morning routine features swim free styles slowly for one hour.,IN
1,"I go, run, swim, jump, fly, crawl, dance, walk.",IN
1,John believes that Bill slept.,IN
1,little information was provided.,IN
1,There appears to be a problem with this solution.,IN
1,Shannon left quietly every day.,IN
1,I doubt his sincerity.,IN
1,Mary is not running the marathon.,IN
1,John has carefully studied Russian.,IN
1,There are three Davids in my class.,IN
1,He treats John very kindly.,IN
0,Carla slid at the book to Dale.,IN
0,Oliver addressed the king the letter.,IN
1,This oven bakes potatoes well.,IN
0,John placed him busy.,IN
1,Alan made the loaf with strong white flour.,IN
1,I shaved my chin.,IN
0,The spaceship revolves the earth.,IN
1,The man holding the bottle disappeared.,IN
1,the branch dropped its apple free.,IN
1,she is the mother.,IN
0,Fred knows which book for the children to read during the summer vacation.,IN
0,The man's standing over there hat impressed me greatly.,IN
0,Mike talked to about politics yesterday my friends.,IN
1,John hit the wall with the stone.,IN
1,Calvin admired himself in the mirror.,IN
1,The jeweller printed the name over the door.,IN
0,That Sam didn't pick those packages which are to be mailed tomorrow up is possible.,IN
1,On which table and under which flower pot did John put the keys?,IN
0,You must pick any flower.,IN
1,Michelle became an architect.,IN
1,Where did you throw the ball? To third base.,IN
1,Carla shoveled the snow from under the bushes.,IN
1,The cattle are herding in the pasture.,IN
1,The answer is known to Sue.,IN
1,Jackie chased the thief down the street.,IN
1,What Jason asked was whether the potion was ready,IN
1,The curtain which Fred tore in rolling up was the kind gift of my maternal Aunt Priscilla.,IN
1,He has seen his children.,IN
0,I funneled the mixture from Edna to Rina.,IN
1,Was he believed ever to fail students?,IN
1,I saw the Mona Lisa.,IN
1,In the hallway ticked a grandfather clock.,IN
1,The crane loaded the truck.,IN
1,"I don't really want to go to the dentist's, but I know I should.",IN
1,Paris is no more,IN
0,I shaved myself.,IN
1,"Mary's happy about her work, and John is about his children.",IN
1,Tom tends to avoid confrontations.,IN
1,Palmer is a guy who for for him to stay in school would be stupid.,IN
0,The horizon was appeared on by a pirate ship.,IN
0,The fear shivered Sharon.,IN
1,Pat is either stupid or a liar.,IN
1,Smith inscribed the ring with his name.,IN
1,"I'll talk to John on Friday about the report that the shooting of the prisoners shocked me, and to his wife on Saturday.",IN
1,The teacher is proud of his students.,IN
1,Bill broke the bathtub.,IN
1,A striped fish swam in the aquarium.,IN
0,Tagalog is speaks in the Philippines.,IN
1,My brother meets few Americans in Vienna.,IN
0,"We realised that Dr Jones died because he ate too much rich food, didn't he?",IN
1,I've got to try and find that screw.,IN
1,It is difficult for me to concentrate on calculus.,IN
1,They tried to all like John.,IN
1,Alexandra wants to catch a fish and Sylvia does too.,IN
0,Dorothy needs that dress a costume.,IN
0,John is prouder of having gone than John expected me not to believe he would be.,IN
1,The cat is believed to be out of the bag.,IN
1,This is a problem that you'll be able to tell the folks up at corporate headquarters to buzz off if you solve it.,IN
1,The wall is being touched by John.,IN
1,George sang to himself.,IN
1,We rummaged in the drawer for important documents.,IN
1,The kids have arrived safely.,IN
1,Some disgruntled old pigs in those ditches love truffles,IN
1,John mentioned the issue to me.,IN
1,Every man who said he would buy some salmon did buy some salmon.,IN
1,Shouldn't Mary taste the soup?,IN
1,Sally will stand near every woman that you will.,IN
1,The chisel carved the marble.,IN
0,John stayed Kim behind the garage.,IN
0,Amanda carried at the package to New York.,IN
1,That Goldstein appointed Heydrich and the implications thereof frightened many observers.,IN
0,Heidi investigated John ate the cauliflower.,IN
1,I was sitting not under the tree but under the bush,IN
1,The ice melted.,IN
1,Carmen bought a dress at Bloomingdale's.,IN
0,In the corner lay a dog.,IN
0,Even Sue said anything.,IN
1,If John can speak French fluently – which we all know he can – we will have no problems.,IN
1,There's everything Mary had asked for in this store.,IN
0,It is the best students he gives this book.,IN
0,Which man did you talk?,IN
1,Has John sung a song?,IN
0,Calvin has not any catnip.,IN
1,The window was broken by a hammer.,IN
1,No man has ever beaten the centaur.,IN
0,John thinks that left.,IN
1,It is not certain that you'll marry any student.,IN
1,"I'm sad, more than I'm angry.",IN
1,This girl in the red coat will put a picture of Bill on your desk after the dinner.,IN
0,Which quonset hut does the boy work in a skyscraper and the girl in?,IN
0,Louis begged Kate that she leave her job.,IN
0,Paula hit the sticks.,IN
1,Willy is taller than Bill by more than Joe is taller than Dan.,IN
1,the book of poems from Blackwell by Robert Burns with a red cover takes a very long time to read.,IN
1,All fugitives are in jail now.,IN
0,"The more everyone eat, the more John keeps his big mouth shut about it, OK?",IN
1,The Emperor's every wish was immediately carried out.,IN
1,The horse kicked Penny's shin.,IN
1,"It is important to be more careful, the more you eat.",IN
1,The captain sank the boat.,IN
1,I've got to try and I've got to find that screw.,IN
1,Martha carved a toy out of the piece of wood.,IN
0,Any boy saw no one.,IN
1,That he has met the professor is extremely unlikely.,IN
1,It was an explosion that you heard.,IN
1,Kim is easy to please.,IN
1,John made Mary cook Korean food.,IN
1,John has not sung a song.,IN
1,The hanging gardens are a sight to behold.,IN
0,Leslie staffed employees in the store.,IN
1,Susan ate yesterday at the restaurant.,IN
1,Teresa bottle fed the baby soy milk.,IN
1,John saw the man with a telescope.,IN
1,Mary expected John to fix the computer.,IN
0,Fruit hit the roof against the ground.,IN
1,This hat it is certain that he was wearing.,IN
1,"When Mary listens to the Grateful Dead, she gets depressed.",IN
1,John considers him a nice guy.,IN
1,John eats so much.,IN
0,John deposited some money in the checking account and Mary did the same thing in the savings account.,IN
1,The boat was sunk to collect the insurance.,IN
1,"You should always lock your door, no matter how fancy the hotel might be.",IN
0,There appeared the ship on the horizon.,IN
1,Bill coughed his way out of the restaurant.,IN
1,It rains.,IN
0,We believed to be the headmaster,IN
1,I believe it to be her father who was primarily responsible.,IN
1,John made a fool of himself in front of anyone who was there.,IN
1,What kind of actor is he?,IN
0,Gilgamesh might have been not reading the cuneiform tablets.,IN
1,"José asks that we go to the meeting, and Sally will tell us when.",IN
1,How carefully have you considered your future career?,IN
1,I read a book during the vacation which was written by Chomsky.,IN
1,Nina got Bill elected to the committee.,IN
1,Where did he look?,IN
1,Phineas knows a girl who is working with Maxime.,IN
1,The squirrel ran straight.,IN
0,There soared oil in price.,IN
1,The teacher ordered the two boys both to pay close attention.,IN
1,Whether this is feasible hasn't yet been determined.,IN
1,Why have you borrowed my pencil?,IN
1,It hasn't yet been determined whether this is feasible.,IN
1,I asked what John kissed.,IN
1,John wants to congratulate himself.,IN
0,My niece could write me you letters.,IN
1,"The lady singing with a boy is a genius, isn't he?",IN
0,the one of poems with a red cover takes a very long time to read.,IN
1,"José likes cabbage, and Holly does too.",IN
1,We have someone in the living room.,IN
1,He's too reliable a man.,IN
1,The spunky girl has a black eye.,IN
0,I met her who grows peaches.,IN
1,I believe the problem to be obvious.,IN
1,I screamed at some children who were watching me.,IN
1,The kids have all eaten the chocolate.,IN
1,The paper is readable.,IN
0,A mile to work was run by him.,IN
0,John heard that they criticized each other.,IN
1,More than three students attended every seminar.,IN
1,That is what you should see.,IN
0,Doug removed the scratches out of the drawer.,IN
1,There were seven people.,IN
1,I saw the brilliant student.,IN
1,Leslie was in the flood zone.,IN
1,I wonder whether you'd be kind enough to give us information.,IN
1,It would be inconvenience to leave so soon.,IN
1,Susan bought some flowers for her mother.,IN
1,Constantly reading Shakespeare satisfied me,IN
0,Kim beaten his dog and alienates cats.,IN
0,Who seemed had poisoned Jason?,IN
0,"I demand that John pays more, the more he eat.",IN
1,That he sometimes went there alone is certain.,IN
1,Which article did Terry file without reading?,IN
0,The authorities blamed Greenpeace with the bombing.,IN
1,Spot ate a cat treat.,IN
1,It was John and Bill that were waiting at the restaurant.,IN
0,I shaped a good loaf from this dough.,IN
0,The square remained with a crowd of people.,IN
1,"That John passed surprised her, didn't it?",IN
0,What I know the boy who was wearing is this hat.,IN
1,Mary scratched John's arm too.,IN
0,Who did Kim work for and Sandy rely?,IN
0,The boy's guardian's we elected employer president.,IN
0,"The more contented for us to pretend to be became possible, the more angry we grew at the doctors.",IN
0,I funneled into the bottle.,IN
1,Bill whistled his way past the house.,IN
1,The beans were grown by the gardener.,IN
0,A proof that God does exists.,IN
1,John knew every language that we encountered on our trip.,IN
1,Because of the strike the commuters travelled by army lorry.,IN
1,John knows that she left and John knows whether she will come back.,IN
0,There is strangers in that garden.,IN
0,Paul yawned at Mary.,IN
1,You is the only person that I can rely on.,IN
0,How do you wonder whether John said Mary solved the problem?,IN
1,Agamemnon expected Esther to seem to be happy.,IN
0,The cup emptied with water.,IN
0,Which city and which conference did Bill go to to?,IN
1,A lot of snow melted on the streets of Chicago.,IN
0,The fatter he goes to a doctor when he gets the more he eats.,IN
1,John does not like Mary.,IN
0,That piece of ice is too big for for him to be able to pick up with a teaspoon to be likely.,IN
0,"The fatter that that he gets bothers him, the more he eats.",IN
1,I poured 20 liters of acid into the beaker.,IN
1,That Plato loved Aster deeply was obvious.,IN
0,the bottle drained the liquid free.,IN
1,I know a taller man than John.,IN
1,This girl in the red coat will put a picture of Bill on your desk after the dinner and before tomorrow.,IN
0,Mary's criticism him was cruel.,IN
1,Almost any owl hunts mice.,IN
0,We persuaded them to examine them.,IN
1,The students are proud of themselves.,IN
1,"If Mary listens to the Grateful Dead, she gets depressed.",IN
1,The tigers hunt prey at night.,IN
1,This girl in the red coat will put a picture of Bill on your desk before tomorrow.,IN
1,John said Heidi was obsessed with broccoli.,IN
0,The effectiveness of teaching and learning depend on several factors.,IN
1,"Sally might be pregnant, and I know a girl who definitely is pregnant.",IN
0,John referred from the building.,IN
1,The pigs grunt,IN
1,Who kissed who?,IN
1,I wonder to how many people Bill talks.,IN
1,The mouse was out the cheese box.,IN
0,Susan whispered Rachel the news.,IN
1,Paula hit the fence.,IN
1,Mary was solving the problem.,IN
1,Lydia eloped with Wickham when she went to Brighton.,IN
1,Kevin urged Anne to be loyal to her.,IN
0,"I can well imagine if he eats more, him getting fat.",IN
1,A bear inhabits the cave.,IN
1,We convinced him that the operation is safe.,IN
0,Mary wonders that John said if Bill left.,IN
1,"When I am awake and Susan is asleep, Bill will leave.",IN
0,when time will you be there.,IN
1,Julie filed letters to herself.,IN
0,They expected us to do leave him.,IN
0,Anything hasn't happened to his optimism.,IN
0,There is believed to be a sheep in the park.,IN
1,You must not simply not work.,IN
1,It was the director that I think she said she wants to meet.,IN
1,None of his customary excuses suffices Edgar now.,IN
0,John made Mary to cook Korean food.,IN
0,The person who ate too much rich food didn't he was Dr.,IN
0,I wonder has whether Mary worked for Microsoft.,IN
1,I gave money.,IN
1,Can you find the light bulb store?,IN
0,"As a statesman, scarcely he could do anything worth mentioning.",IN
0,John suddenly got the bus off.,IN
1,A man just came in and a woman went out who were similar in all kinds of ways.,IN
1,Eleanor blamed Willoughby for Marianne's unhappiness.,IN
1,The child wails,IN
1,John will see you.,IN
1,"John is more embarrassed, the more pictures of himself that appear in the news.",IN
1,David constructed a house from bricks.,IN
1,The sponge soaked up the water.,IN
1,She cooked Matt dinner.,IN
1,"Sally might be pregnant, and everyone believes Sheila definitely is pregnant.",IN
1,John deposited some money in the checking account and Mary did the same thing.,IN
1,Didn't the magic work?,IN
0,Bill didn't confirm that Roger had eaten anything.,IN
1,The boys will all be there.,IN
0,letter is on the table,IN
1,People go hunting in the Autumn.,IN
1,It's quarter past four.,IN
1,I got phoned by a woman friend.,IN
0,Who did you wonder what kissed?,IN
1,The Canadian government uses a parliamentary system of democracy.,IN
1,You may pick any flower except the rose.,IN
1,Pauline hammered the metal flat.,IN
1,He was hoping for more than we offered.,IN
0,I lent the book halfway to Tony.,IN
1,This is the politician on whom Sandy relies.,IN
1,I gave Jack a picture of myself.,IN
1,"His expectations are lower, the higher the stakes are.",IN
1,Bill believes Anna and him to be similar.,IN
0,The White Rabbit vanished his watch.,IN
1,Grandma is coming to Mr Chalky's school tomorrow.,IN
1,Lee's youngest and Dawn's oldest son ran away.,IN
1,Anson danced extremely frantically at Trade.,IN
1,Pelé visited his uncle.,IN
0,Bill will put a picture of she her on your desk before tomorrow.,IN
1,The new policy was approved by the executive committee.,IN
1,I am angrier today that I was yesterday.,IN
0,Phyllis lingered Sasha over lunch.,IN
1,John believes Mary to have been visited by Bill.,IN
0,Two or boring books take a very long time to read.,IN
0,I want Bradley that left.,IN
1,"Every senator seems to become more corrupt, if he talks to more lobbyists.",IN
1,"They cooked, thickened the soup.",IN
1,David wrote that you said that Anson thought that Julie had fainted,IN
1,That's not what's asked for.,IN
1,Mary reported John to have loved her.,IN
0,Karen asked where for him to put the chairs.,IN
1,The writers did so believe the boy.,IN
1,I haven't met many linguistics students.,IN
1,Phineas knows a girl who is jealous of Maxime.,IN
1,Whole wheat bread cuts easily.,IN
0,I separated the milk of the cream.,IN
1,Every student attended more than three seminars.,IN
1,Through the hall there echoed a loud cry.,IN
1,I called almost all of the men from Boston up.,IN
1,Frank bought a piano for Jane.,IN
1,He looks more formidable than he is.,IN
1,Karen asked where to put the chairs.,IN
1,Several people seem several people sick.,IN
1,the book of poems by Robert Burns from Blackwell with a red cover takes a very long time to read.,IN
1,I wonder who Bill saw and Mary liked.,IN
0,French fabrics adore easily.,IN
1,We walked ourselves into a state of exhaustion.,IN
0,Steve pelted acorns at Anna.,IN
1,Margaret cut the bread.,IN
1,The vase was smashed deliberately.,IN
1,John made it clear that he would finish it on time.,IN
1,That that for Herschel to throw a fit would confuse the guards was obvious is not true.,IN
1,"The cops spoke to the janitor about it yesterday, that robbery.",IN
0,Who do you think that believes John to be innocent?,IN
1,Tony broke the window.,IN
0,Rub the baby with the cloth asleep.,IN
0,They tried all to like John.,IN
0,Celia braided.,IN
1,John sounded happy.,IN
0,"They failed to tell me which problem I'll beat the competition more easily, the sooner I solve.",IN
1,Nina got them to elect Bill.,IN
1,Bob Dylan is Robert Zimmerman.,IN
0,Would not the men enjoy that?,IN
0,There tried to be riots in Seoul.,IN
0,Is likely to Jean dance.,IN
0,the boy likes herself.,IN
0,Those are the folks that you just solve this problem and you'll be able to put them on ice.,IN
1,He walked right the wall.,IN
1,It disturbed him that people didn't like Fred.,IN
1,How brave everybody must think you expect me to believe he is!,IN
0,"Any student, and he wears socks, is a swinger.",IN
0,The mixture funnels easily.,IN
1,Rome destroyed Carthage.,IN
0,The famous mathematician existed a solution to the problem.,IN
1,Which book about herself did Jenny say that Anson had written.,IN
1,The men practice medicine.,IN
1,In the garden stands a statue.,IN
0,It is that he wants to quit school that John told us.,IN
1,I am afraid of tigers and fond of clowns without exception.,IN
0,At 4 p.m. I saw John lecturing to anyone who was near him.,IN
0,Anson believed to be happy.,IN
1,She may have thawed the roast and should have thawed the roast.,IN
0,Tabs try to be kept on Bob by the FBI.,IN
1,Julie and Fraser ate those delicious pies in Julie's back garden.,IN
1,He's fool enough to try it.,IN
0,"The more people you say that will buy tickets, the happier I'll be.",IN
0,The squirrel ran straight quickly.,IN
0,John loves him.,IN
1,"Tom ordered bacon, and Dick lettuce, and Harry tomatoes.",IN
0,I funneled the mixture to Rina.,IN
1,Would the men not enjoy that?,IN
1,The soldier was given the medal.,IN
0,The problem's knowledge is quite thorough.,IN
1,I love her so much.,IN
0,"Bill can well imagine the more he eats, the fatter getting.",IN
1,She fell into a funk.,IN
1,Will Tom leave the party now?,IN
0,John loves Mary's pictures of himself.,IN
1,John is taller than 6 feet.,IN
0,"Ron wanted to wear a tuxedo to the party, but wear a tuxedo to the party Caspar couldn't decide whether to.",IN
1,Brown presented Jones with a plaque.,IN
0,A friend of mine and a girl who was from his home town met in Vienna who was working in Europe.,IN
1,The Romans built this aqueduct.,IN
0,I expect to double more than my profits.,IN
1,Vera is knitting there.,IN
1,The dancing chorus line of elephants broke my television set.,IN
1,I hoped that you would defeat him.,IN
1,We like our friends and they like our friends too.,IN
1,The scissors are lost,IN
1,Dracula thought him to be the Prince of Darkness.,IN
0,The critics ascribe Shakespeare this play.,IN
0,There will be the hole in Jack's pocket.,IN
0,Steve pelted acorns against Anna.,IN
0,I made a proposal we squander the money.,IN
1,Maxwell is the man who won the Nobel Prize for astrology.,IN
1,Kim is fond of Lee.,IN
1,Maisie drove her car on Wednesday from Morningside to Leith.,IN
0,I made to settle the matter my objective.,IN
0,Martha carved the baby some wood into a toy.,IN
1,Type A: It is on Bill that John relies.,IN
0,"The more contented the nurses began to believe that we were going to pretend to be, the more angry we grew at the doctors.",IN
1,"John, who I saw yesterday, will visit us.",IN
1,"It's obvious that Mary, he can't stand.",IN
1,The mouse nibbled at the cheese.,IN
0,Has not Henri studied for his exam?,IN
1,I went to the store and bought some whisky.,IN
0,Oliver fined ten pounds to the prisoner.,IN
1,That the principal would fire some teacher was expected by the reporters.,IN
0,"That they spoke to the janitor about that robbery yesterday is terrible, the cops.",IN
1,Calvin will strike himself and Otto will too.,IN
0,Student studies English for 4 hours a day.,IN
0,The book valued at $200.,IN
0,"It is important for the more you to eat, the more careful to be.",IN
1,The phone company billed me $10 for that phone call.,IN
1,There remained just a few problems to be solved.,IN
1,She waltzed across the floor.,IN
1,What did you buy at the supermarket?,IN
1,Calvin will strike himself.,IN
1,The horse broke Penny's shin.,IN
0,Home was gone by John.,IN
1,I'm glad a linguist likes me.,IN
1,we also need to explain the relation between these trees.,IN
1,Leah likes cookies.,IN
1,"Louise is unhappy, isn't she?",IN
1,Did he try to ever be attentive to the needs of students?,IN
1,Dust fell on the bed.,IN
1,It was then when we all went to bed.,IN
1,"That guy, who I think might be drunk, just hit me!",IN
0,Sees he I often Mary?,IN
1,A tangerine isn't as different from an orange as I'd thought.,IN
1,Bill floated into the cave.,IN
1,No one expected that Agamemnon would win.,IN
0,The fig chuckled,IN
1,We asked him not to try to call us again.,IN
0,"The man, who I think might be drunk, that is escaping hit me.",IN
1,You give any senator enough opportunity and he will succumb to corruption.,IN
1,Euclid was interested in Plato's description of geometry.,IN
0,That acorn will grow from a seed into an oak tree.,IN
1,He was kicked by John.,IN
1,What is bothering you?,IN
0,John criticized.,IN
1,Mary convinced me that the argument was sound.,IN
0,John thinks that Mary's depiction of himself is wrong.,IN
1,I gave Mary a book.,IN
1,Price quotes on selected categories will be sent out upon request.,IN
1,All the men surrounded the fort.,IN
0,"Before your, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",IN
1,The cost of bagels that are imported from Iceland surprised the teacher who Mike hired last week.,IN
0,Anson put a book,IN
0,Kim put the book.,IN
0,The book brought to the meeting.,IN
